,ユーザーURL,プロフィール,総いいね数,フォロワー,github,twitter,ポートフォリオ,Article数,Scraps数
1047,https://zenn.dev/tiwu_dev,"PWA, Web Components が好き",108,10,https://github.com/tiwuofficial,https://twitter.com/tiwu_dev,https://enjoy-sfv-more.com/,5,3
1048,https://zenn.dev/yuuyu,"[Language : php, javascript, c# ] [Framework / Platform : Laravel, Unity] [Qiita : qiita.com/yuu_1st ]",8,0,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/yuuyu_prog,none,4,1
1049,https://zenn.dev/trpla226,VRChat関連でUnityをやったり、.Net Frameworkでデスクトップアプリを開発したりしてます。つまりC#メイン。 JavaやJavaScriptやPHPなども多少経験あります。,45,4,https://github.com/trpla226,https://twitter.com/trpla226,none,13,0
1050,https://zenn.dev/okuoku,いつものokuoku,154,9,https://github.com/okuoku,https://twitter.com/okuoku,none,11,49
1051,https://zenn.dev/dzeyelid,"Microsoft MVP (Azure). A Cloud developer who loves Microsoft Azure, Infrastructure as Code, PaaS, FaaS and IoT.",107,15,https://github.com/dzeyelid,https://twitter.com/dz_,https://medium.com/@dzeyelid,11,4
1052,https://zenn.dev/barusu,趣味で馬をやっている者だ,72,12,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/zenn_dev,none,34,2
1053,https://zenn.dev/wtshm,Achrome,9,0,https://github.com/wtshm,https://twitter.com/wtshm,https://achr.me/,1,2
1054,https://zenn.dev/trusted_dream,現役インフラエンジニアです。 最近はバック側ばかりやってて地味な作業多いので、フロント側触ろうかとRubyonRails(with React)独学しながらサイト作りを既に始めてます。 過去に遊んだ実績：Pythonでスクレイピング/LINE、Google等のAPIで情報収集の自動化。Goでサーバー内操作の自動化等。,18,1,https://github.com/trusted-dream,https://twitter.com/zenn_dev,none,5,0
1055,https://zenn.dev/issetwo,Application Developer,22,0,https://github.com/issetwo,https://twitter.com/issetwo,none,6,1
1056,https://zenn.dev/shinya_swift,"朝活でスキルアップを目指すエンジニア。サラリーマンしながら個人開発でアプリつくってます。今年の目標はアプリ3本リリース。Swift,Kotlin,pythonで開発実績あり。本業はデータを活用した新規ビジネスの創出。本業でプログラミング機会が減ったストレスを朝活で発散してます😄",6,0,https://github.com/es0612,https://twitter.com/es0612swift,https://note.com/es0612swift,2,0
1057,https://zenn.dev/tfukumori,qiita.com/tfukumori,29,1,https://github.com/tfukumori,https://twitter.com/tfukumori_7,none,15,0
1058,https://zenn.dev/yushimatenjin,Hi,11,0,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/zenn_dev,none,1,1
1059,https://zenn.dev/katzen_jp,気ままなIT技術者。 好き→ ユースケース駆動開発(ICONIX)、ドメイン駆動開発(DDD)、アトミックデザイン(Atomic Design)、 ドイツ、猫、デグー、vlang、VSCode、VR,4,0,https://github.com/yokazek,https://twitter.com/katzen_jp,none,5,1
1060,https://zenn.dev/aibax,Hello! World.,3,0,https://github.com/aibax,https://twitter.com/aibax,none,1,0
1061,https://zenn.dev/hokorobi,hokorobi,6,1,https://github.com/hokorobi,https://twitter.com/h0k0r0bi,none,6,1
1062,https://zenn.dev/yonda,やあやあ,24,1,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/yonda_yonda,none,6,2
1063,https://zenn.dev/cho_kin,超筋肉ことcho-kinです。 不動産屋さんからエンジニアに転職して働きながら勉強する日々です。 #web #frontend #HTML #CSS #Javascript # Pug #less # Riot.js # rabee,13,5,https://github.com/cho-kin,https://twitter.com/zenn_dev,none,4,0
1064,https://zenn.dev/geerpm,hi,4,0,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/zenn_dev,none,1,0
1065,https://zenn.dev/cigar,フロントエンドエンジニア / JavaScript / HTML5 / CSS3 / Go,14,6,https://github.com/cigar-jp,https://twitter.com/zenn_dev,none,3,0
1066,https://zenn.dev/tomatomato,木曜日もくもくzenn執筆会を行っています。 主に社内で得たtipsをまとめます。,10,5,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/zenn_dev,none,4,0
1067,https://zenn.dev/nus3,うぇぶえんじにあ,126,8,https://github.com/yota-hada,https://twitter.com/yotahada3,none,5,9
1068,https://zenn.dev/aikizoku,"iOS, backend engineer. 開発会社を経営しながらコードを書く日常 Go / Javascript / Swift / Objective-C / Java / Python / GCP / AWS",58,9,https://github.com/aikizoku,https://twitter.com/aikizoku,none,5,0
1069,https://zenn.dev/kawax,🤔,31,1,https://github.com/kawax,https://twitter.com/kawaxbiz,https://kawax.biz/,13,0
1070,https://zenn.dev/korosuke613,サイボウズ株式会社 生産性向上チームでプログラマーをしています,23,13,https://github.com/korosuke613,https://twitter.com/shitimi_613,https://korosuke613.github.io/,6,2
1071,https://zenn.dev/syuri,I love cat(ΦωΦ),19,1,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/zenn_dev,none,2,0
1072,https://zenn.dev/e99h2121,2003年新卒入社した「人事給与システムのリーディングカンパニー」でへたこきながら開発をしつつ qiita.com/e99h2121 と使い分けながら書いてます。2016aug生まれ娘、2018oct生まれ息子に精神を鍛えられている日々,21,1,https://github.com/e99h2121,https://twitter.com/e99h2121,http://e99h2121.github.io/,34,0
1073,https://zenn.dev/yuyao17,Frontend Engineer. フロントエンドテクノロジーを主に書いています。,126,11,https://github.com/yuyao17,https://twitter.com/yuyao17,https://yuyao.me/,10,0
1074,https://zenn.dev/b1essk,web dev,14,1,https://github.com/kazuhiro-mimaki,https://twitter.com/b1essk,none,3,0
1075,https://zenn.dev/nuco,プログラミング大好き,33,2,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/nucosenpai,none,14,0
1076,https://zenn.dev/shinu,試しに作ってみた,7,1,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/data_analyst_,https://note.com/shinu,2,0
1077,https://zenn.dev/nekoshita,go言語、kubernetes、GCPが好きなバックエンドエンジニア👨🏻‍💻週の半分くらい働いて、残りは個人でサービス開発💪現在はスターニュース(http://star-news.jp/links/appn3Mz）というタレントの情報を収集できるアプリを開発中⭐️,11,0,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/zenn_dev,none,2,0
1078,https://zenn.dev/kueharx,くえはるです。 アルゴリズムとか興味のある技術について投稿していきたいなと思います。,32,2,https://zenn.dev/topics/github,https://twitter.com/zenn_dev,none,5,0
1079,https://zenn.dev/maktub_bros,明日のとんかつのために今日も頑張ります。,60,5,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/zenn_dev,none,3,0
1080,https://zenn.dev/suiudou,リアルインフラ設計がインフラエンジニアを目指して勉強中 2020年の４月からおばあ様達と苦手なPC教室に通い始めWordとExcelを学び、６月頃からAutoCadを使いこなしいまはインフラエンジニアになる為の勉強中です！ くーばねてす倒したらエンジニアになれるよ！って言われたのでやっつけるのが目標！最後はマブダチ,21,3,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/zenn_dev,none,84,0
1081,https://zenn.dev/kyome,火星に住む犬です。１日１Zenn。,84,13,https://github.com/kyome22,https://twitter.com/kyomesuke,https://kyome.io/index.html,18,4
1082,https://zenn.dev/barusu,趣味で馬をやっている者だ,72,12,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/zenn_dev,none,34,2
1083,https://zenn.dev/swata_dev,Novice Programmer (2020/11 ~) § Living my life with a chihuahua baby.,110,7,https://github.com/swata-dev,https://twitter.com/zenn_dev,none,38,2
1084,https://zenn.dev/welchi,株式会社GoodWelchi代表 / Flutter + Firebase でアプリを作っています / お仕事等のご相談は info+zenn@goodwelchi.com まで,117,21,https://github.com/welchi,https://twitter.com/welchi_,none,12,13
1085,https://zenn.dev/yamasakit,"cheminformatics, machine learning, board game",20,0,https://github.com/yamasakih,https://twitter.com/yamasakit_,https://medium.com/@yamasaKit,16,0
1086,https://zenn.dev/ymrl,フロントエンドお嬢様,387,39,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/zenn_dev,none,4,0
1087,https://zenn.dev/yuyao17,Frontend Engineer. フロントエンドテクノロジーを主に書いています。,126,11,https://github.com/yuyao17,https://twitter.com/yuyao17,https://yuyao.me/,10,0
1088,https://zenn.dev/trpla226,VRChat関連でUnityをやったり、.Net Frameworkでデスクトップアプリを開発したりしてます。つまりC#メイン。 JavaやJavaScriptやPHPなども多少経験あります。,45,4,https://github.com/trpla226,https://twitter.com/trpla226,none,13,0
1089,https://zenn.dev/spiegel,流しのプログラマ（再起動中...）,450,24,https://github.com/spiegel-im-spiegel,https://twitter.com/spiegel_2007,https://baldanders.info/,32,12
1090,https://zenn.dev/neet,a high schooler who loves the web,305,44,https://github.com/neet,https://twitter.com/thegodofneet,https://neet.love/,1,0
1091,https://zenn.dev/eitches,eitches.,12,0,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/eitches2,none,5,0
1092,https://zenn.dev/issetwo,Application Developer,22,0,https://github.com/issetwo,https://twitter.com/issetwo,none,6,1
1093,https://zenn.dev/imori,I am imori for data science,35,2,https://github.com/yoyoyo-yo,https://twitter.com/curry_frog,https://yoyoyo-yo.github.io/yoyoyo.github.io/,4,0
1094,https://zenn.dev/wim,PHPer,36,2,https://zenn.dev/wim/articles/terraform_cloud_auto_apply_when_merging_on_github,https://twitter.com/wim_web,none,10,0
1095,https://zenn.dev/phi,just a creator. one zenn(good) per day. #html #css #javascript #nodejs #firebase #firestore #gcp #riot #vue #swift #flutter #cpp #unity #opengl #rabee,292,32,https://github.com/phi-jp,https://twitter.com/phi_jp,https://rabee.jp/,32,1
1096,https://zenn.dev/k_chikuwauchi,統計と機械学習に興味があります。そのために数学を頑張りたいです。,13,0,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/chikuwauchi,none,4,0
1097,https://zenn.dev/endo,"▪️経歴：SIer2年 → Web系エンジニア　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　▪️スキル：Flutter, Vue.js, AWS, Docker",31,6,https://github.com/umaibou1126,https://twitter.com/non_0131,https://qiita.com/umaibou1126,41,1
1098,https://zenn.dev/b1essk,web dev,14,1,https://github.com/kazuhiro-mimaki,https://twitter.com/b1essk,none,3,0
1099,https://zenn.dev/tyaahan,個人開発のメモ。Phaserの解説サイトを作っていますp-games.web.app,58,4,https://github.com/umi-tyaahan,https://twitter.com/umityaahan,https://umi-tyaahan.github.io/,19,1
1100,https://zenn.dev/shinya_swift,"朝活でスキルアップを目指すエンジニア。サラリーマンしながら個人開発でアプリつくってます。今年の目標はアプリ3本リリース。Swift,Kotlin,pythonで開発実績あり。本業はデータを活用した新規ビジネスの創出。本業でプログラミング機会が減ったストレスを朝活で発散してます😄",6,0,https://github.com/es0612,https://twitter.com/es0612swift,https://note.com/es0612swift,2,0
1101,https://zenn.dev/luvmini511,20新卒 | FEひよこ | 東京勤務 | 韓国人,253,12,https://github.com/luvmini511,https://twitter.com/zenn_dev,none,9,0
1102,https://zenn.dev/ichigo_dev,Rails書いたり、PHP書いたり、フロント書いたり。 学生してます。,12,1,https://github.com/ichigo-dev,https://twitter.com/nira_22222,https://ichigo-portfolio.com/,8,0
1103,https://zenn.dev/yuuyu,"[Language : php, javascript, c# ] [Framework / Platform : Laravel, Unity] [Qiita : qiita.com/yuu_1st ]",8,0,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/yuuyu_prog,none,4,1
1104,https://zenn.dev/en3_hcl,Swiftユーザ。iOS向けキーボードアプリ「azooKey」を開発・公開しています。apple.co/3lWjDqT,26,1,https://github.com/ensan-hcl,https://twitter.com/zenn_dev,none,4,4
1105,https://zenn.dev/hige,ひげ,2,0,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/zenn_dev,none,2,0
1106,https://zenn.dev/peterleif,修士学生。組み込み、電子回路など。,3,0,https://github.com/peterleif,https://twitter.com/zenn_dev,none,1,0
1107,https://zenn.dev/saikou9901,Software Engineer@SIE/ex-Support Engineer@Microsoft/ex-Application Engineer@Traditional-SIer,15,1,https://github.com/kojisaiki,https://twitter.com/saikou9901,none,4,0
1108,https://zenn.dev/hnakamur,twitter.com/hnakamur2,7,3,https://github.com/hnakamur,https://twitter.com/hnakamur2,none,1,1
1109,https://zenn.dev/nobkz,SpacemacserでScalaやLispかいてる！Direct Manipulationやら、グラフィカルプログラミングとかやってます。,133,19,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/zenn_dev,none,7,0
1110,https://zenn.dev/diwamoto,"backend:PHP/Java/golang frontend:typescript/javascript fw:CakePHP,baserCMS,gin,vue.js baserCMS commiter 転職目指して日々勉強したことを発進します。",19,3,https://github.com/diwamoto,https://twitter.com/diwamoto_,none,6,2
1111,https://zenn.dev/minguu,ゆっくり学ぶ。,35,2,https://github.com/minguu42,https://twitter.com/minguu42,none,11,1
1112,https://zenn.dev/yamatok,やまと・けんいちろう。1977年生。IT・Web業界での実務経験23年（正社員16年、フリーランス7年）。サーバサイドを中心にインフラからフロントまで幅広く対応。部下10名以上の管理職経験あり。東京在住。ITシステム常駐開発やコンサルティング案件に対応中。kenichiro-yamato.jp,15,0,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/zenn_dev,https://kenichiro-yamato.jp/,5,0
1113,https://zenn.dev/kafumi,主にAndroidアプリ開発をやってます。,25,4,https://github.com/kafumi,https://twitter.com/kafumi__,none,3,0
1114,https://zenn.dev/hourglasshoro,Go / Team Building / DDD / Kubernetes / Deep Learning / React / Next.js,41,4,https://github.com/hourglasshoro,https://twitter.com/hourglasshoro,https://note.com/hourglasshoro,8,0
1115,https://zenn.dev/kamy112,React / Vue / TypeScript 。 フロントエンドエンジニア＆たまにデザイン,67,1,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/zenn_dev,none,3,0
1116,https://zenn.dev/ganariya,伸び代がいっぱい,149,11,https://github.com/ganariya,https://twitter.com/ganariya,https://github.com/Ganariya/Ganariya,10,8
1117,https://zenn.dev/naoki,Hello Zenn!,10,0,https://zenn.dev/topics/github,https://twitter.com/zenn_dev,none,3,0
1118,https://zenn.dev/nuco,プログラミング大好き,33,2,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/nucosenpai,none,14,0
1119,https://zenn.dev/kmd_htsh0226,Androidメインのフリーランスエンジニアです。フロント、バック、スマホアプリ、デスクトップアプリ、スマートスピーカーの開発経験があります。次の仕事探し中なので何かあればTwitterのDMにて。Android/Java/Flutter/Kotlin/C#/Windows,78,6,https://github.com/hiesiea,https://twitter.com/kmd_htsh0226,https://kmd-htsh.com/,19,0
1120,https://zenn.dev/putcho,ぷっちょ。大学生 IT企業で有給インターンしてます。 ReactとDjangoと画像処理が得意です。,11,0,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/putcho_,https://putcho-blog.netlify.app/,2,0
1121,https://zenn.dev/ytk6565,Frontend Engineer.,17,0,https://github.com/ytk6565,https://twitter.com/ytk6565,https://ytk6565.net/,3,0
1122,https://zenn.dev/hal_mat,vbaおじさんのまま30代に突入しかけ、 さすがにこりゃあかんとrails勉強中。,5,0,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/zenn_dev,none,3,0
1123,https://zenn.dev/povec,初心者です。 延々とググることで、プログラム書いてます。 androidで会計アプリ作ってます。,0,0,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/povecaccounting,none,1,0
1124,https://zenn.dev/kariya_mitsuru,鳥頭,36,0,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/kariya_mitsuru,none,3,0
1125,https://zenn.dev/yuichiro,株式会社Ariealでシステムエンジニア・プロジェクトマネージャなどやっています。,2,0,https://github.com/yu-ichiro,https://twitter.com/yu___smith,none,1,0
1126,https://zenn.dev/ohnaka0410,福井のバックエンド・アプリ制作メインの会社で働いています🍀 CSS設計 / NodeJs / Vuejs / React / Jamstack / PHP / Kotlin / Docker 🤔,31,5,https://github.com/ohnaka0410,https://twitter.com/yuki0410_,https://qiita.com/yuki0410_,18,3
1127,https://zenn.dev/ohnaka0410,福井のバックエンド・アプリ制作メインの会社で働いています🍀 CSS設計 / NodeJs / Vuejs / React / Jamstack / PHP / Kotlin / Docker 🤔,31,5,https://github.com/ohnaka0410,https://twitter.com/yuki0410_,https://qiita.com/yuki0410_,18,3
1128,https://zenn.dev/kiiimii,Webエンジニアです,6,0,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/kiimiiis,none,5,0
1129,https://zenn.dev/thisistakanori,はろー,3,0,https://github.com/takanorifukuyama,https://twitter.com/thisistakanori,https://takanorifukuyama.com/,2,0
1130,https://zenn.dev/issetwo,Application Developer,22,0,https://github.com/issetwo,https://twitter.com/issetwo,none,6,1
1131,https://zenn.dev/yassh_i,株式会社メンバーズ・メンバーズ データアドベンチャーカンパニーのデータアーキテクト。学生時代Web開発アルバイトやってました。データエンジニアリングも勿論好きですよ。はい,96,8,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://zenn.dev/topics/twitter,none,37,4
1132,https://zenn.dev/sugyan,"Hello, world!",16,4,https://github.com/sugyan,https://twitter.com/sugyan,https://sugyan.com/,25,0
1133,https://zenn.dev/suiudou,リアルインフラ設計がインフラエンジニアを目指して勉強中 2020年の４月からおばあ様達と苦手なPC教室に通い始めWordとExcelを学び、６月頃からAutoCadを使いこなしいまはインフラエンジニアになる為の勉強中です！ くーばねてす倒したらエンジニアになれるよ！って言われたのでやっつけるのが目標！最後はマブダチ,21,3,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/zenn_dev,none,84,0
1134,https://zenn.dev/swata_dev,Novice Programmer (2020/11 ~) § Living my life with a chihuahua baby.,110,7,https://github.com/swata-dev,https://twitter.com/zenn_dev,none,38,2
1135,https://zenn.dev/yamasakit,"cheminformatics, machine learning, board game",20,0,https://github.com/yamasakih,https://twitter.com/yamasakit_,https://medium.com/@yamasaKit,16,0
1136,https://zenn.dev/barusu,趣味で馬をやっている者だ,72,12,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/zenn_dev,none,34,2
1137,https://zenn.dev/ritou,にゃーん 後でよむなよ！これぐらい今読めよ！ サポート？札束で...ｲﾃ...ﾀﾀｲﾃ...,190,31,https://github.com/ritou,https://twitter.com/ritou,https://ritou.bitbucket.io/,15,1
1138,https://zenn.dev/megane_otoko,はじめまして、よろしくお願いいたします。 最近見習いAIエンジニアにジョブチェンジした、アラフォーのおっちゃんです。 はてなブログで機械学習系メインのブログ書いてました。 megane-man666.hatenablog.com/,70,10,https://github.com/kjman678,https://twitter.com/megane_kiton,none,23,2
1139,https://zenn.dev/f110,I'm a Software engineer,34,1,https://github.com/f110,https://twitter.com/zenn_dev,https://f110.jp/,2,0
1140,https://zenn.dev/chiyopu,新人エンジニアです🦄 最近フィヨルドブートキャンプに参加し始めました,12,3,https://zenn.dev/topics/github,https://twitter.com/zenn_dev,none,4,0
1141,https://zenn.dev/youxkei,youxkei,10,2,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/zenn_dev,none,1,0
1142,https://zenn.dev/kasaji,rabeeでフロントエンジニアをやっています,8,7,https://github.com/kasaji-jp,https://twitter.com/kasajirr,none,3,0
1143,https://zenn.dev/08thse,Qiita でも少し書いていましたが、インフラの記事は Zenn の方が公に許されている感があるので、こちらに移ってこようかなぁと画策中です。,27,1,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/08thse,https://08thse.blog.fc2.com/,10,0
1144,https://zenn.dev/ogakuzuko,塾で働く自由な人。慶應文卒。「何かを学ぶことって面白いな」と思える中学生をたくさん増やしたい。 最近はプログラミングを学習中:-),31,1,https://github.com/kotaogawa,https://twitter.com/ogakuzuko,none,5,0
1145,https://zenn.dev/jqinglong,試用中,3,0,https://github.com/jqinglong,https://twitter.com/konnho,https://jqinglong.github.io/programmers-office/,2,0
1146,https://zenn.dev/shinu,試しに作ってみた,7,1,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/data_analyst_,https://note.com/shinu,2,0
1147,https://zenn.dev/kunosu,"組込みプログラマ。C, Ruby, Java",38,1,https://github.com/kunosu,https://twitter.com/kunosup,https://gist.github.com/kunosu/768a67eb5e62121de4713914b9f724d2,27,0
1148,https://zenn.dev/tommy,Hi,10,0,https://github.com/tommy,https://twitter.com/tomiokasyogo,none,2,0
1149,https://zenn.dev/phi,just a creator. one zenn(good) per day. #html #css #javascript #nodejs #firebase #firestore #gcp #riot #vue #swift #flutter #cpp #unity #opengl #rabee,292,32,https://github.com/phi-jp,https://twitter.com/phi_jp,https://rabee.jp/,32,1
1150,https://zenn.dev/omtians9425,"Android developer, Flutter",11,0,https://github.com/omtians9425,https://twitter.com/omtians9425,none,2,0
1151,https://zenn.dev/karno,知り得た事の数々は　キャタピラの跡の水溜りへ,180,10,https://github.com/karno,https://twitter.com/karno,https://celestian.io/,2,1
1152,https://zenn.dev/usuyuki,宇都宮大学工学部1年。 珈琲が好きです。,0,0,https://github.com/usuyuki,https://twitter.com/usuyuki26,https://usuyuki.github.io/,1,0
1153,https://zenn.dev/himenon,画面からでたい,53,6,https://github.com/himenon,https://twitter.com/himenoglyph,https://himenon.github.io/,1,0
1154,https://zenn.dev/tk4,"2021年からスイスでエンジニアインターン生のサッカー馬鹿です。 インターンでは、PHP, Laravel, JavaScript,Vue,jQuery, SQLなどなど。",28,1,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/zenn_dev,none,14,0
1155,https://zenn.dev/sengosha,日本でフロントエンドエンジニアをやってる外国人です。 日本語は上手ではないのですが、宜しくおねがいします。,36,2,https://github.com/sengosha,https://twitter.com/zenn_dev,none,10,2
1156,https://zenn.dev/diwamoto,"backend:PHP/Java/golang frontend:typescript/javascript fw:CakePHP,baserCMS,gin,vue.js baserCMS commiter 転職目指して日々勉強したことを発進します。",19,3,https://github.com/diwamoto,https://twitter.com/diwamoto_,none,6,2
1157,https://zenn.dev/wingx_zenn,プログラマー見習いです,0,0,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/x96939242,none,1,0
1158,https://zenn.dev/shuntatakemoto,B4🐼,10,0,https://github.com/shuntatakemoto,https://twitter.com/haruta_8_,https://shuntatakemoto.github.io/portfolio/,2,0
1159,https://zenn.dev/mast1ff,好きなものだけ。 TypescriptとNode.jsをこよなく愛してます。たまにPHPとPythonとElixir。 ふたりwebつくり屋さんの片割れです。 読書大好き。,3,2,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/mast1ff_tser,https://nanshins.com/,2,0
1160,https://zenn.dev/bissy,デザイナー&コーダーです😈CSSは大好物。 html / CSS / >> WordPress > JS / PHP / Webデザイン&紙デザイン / イラスト / Photoshop / XD / Illustrator / InDesign / SEO、アクセシビリティ、マーケ,17,2,https://github.com/bissy,https://twitter.com/bissybissy,none,6,1
1161,https://zenn.dev/lighter,ninja de gozaru. JavaScript / Ruby on Rails,27,4,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/lighter_x01,none,10,5
1162,https://zenn.dev/kent_hamaguchi,Go on AWS. Licensed Scrum Master. Viewron CTO.,21,2,https://github.com/kent-hamaguchi,https://twitter.com/kent_hamaguchi,none,1,1
1163,https://zenn.dev/nekoniki,静岡で細々とSEやってるフロントエンジニア(28)です。 C#/Javascript/Typescript/GoogleAppScript/React/ReactNative/Python,351,21,https://github.com/shutoyamada,https://twitter.com/pyoncoin,https://nekoniki.com/,46,1
1164,https://zenn.dev/iaoiui,"Kubernetes, OpenShift, IaC, Advanced Data Management",16,1,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/omichiki1,none,3,0
1165,https://zenn.dev/yuyao17,Frontend Engineer. フロントエンドテクノロジーを主に書いています。,126,11,https://github.com/yuyao17,https://twitter.com/yuyao17,https://yuyao.me/,10,0
1166,https://zenn.dev/chujohiroto,現在、クラフトピアネットワークエンジニア 詳しいことは、ウェブサイトを見てください。,7,0,https://github.com/chujohiroto,https://twitter.com/chujohiroto,https://chujo.dev/,1,0
1167,https://zenn.dev/r_ngtm,Unityエンジニア。 めんどうな作業を効率化することが大好きです。,28,2,https://github.com/rngtm,https://twitter.com/rn49rn49,https://rngtm.github.io/Portfolio/,4,0
1168,https://zenn.dev/aoyamaru,PHPメインでしたが最近はスマホアプリに触れています。 開発中に出会ったことやその時の解決方法を投稿しています。 お仕事、転職先など随時募集中です。,4,0,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/zenn_dev,none,2,0
1169,https://zenn.dev/watsuyo_2,Vue.js/Nuxt.js/TypeScript/Firestore/Figma,32,2,https://github.com/watsuyo,https://twitter.com/watsuyo_2,none,7,0
1170,https://zenn.dev/yamatok,やまと・けんいちろう。1977年生。IT・Web業界での実務経験23年（正社員16年、フリーランス7年）。サーバサイドを中心にインフラからフロントまで幅広く対応。部下10名以上の管理職経験あり。東京在住。ITシステム常駐開発やコンサルティング案件に対応中。kenichiro-yamato.jp,15,0,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/zenn_dev,https://kenichiro-yamato.jp/,5,0
1171,https://zenn.dev/okdyy75,PHPerです,13,0,https://github.com/okdyy75,https://twitter.com/okdyy75,none,3,0
1172,https://zenn.dev/attakei,Pythonista,6,0,https://github.com/attakei,https://twitter.com/attakei,https://attakei.net/,3,1
1173,https://zenn.dev/ushibutatory,書けたら書きます。,20,0,https://github.com/ushibutatory,https://twitter.com/ushibutatory,https://ushibutatory.hateblo.jp/,5,0
1174,https://zenn.dev/shige,Software Engineer 👨‍💻 / 株式会社ROUTE06 取締役 / 絶賛採用中でフルリモートワークで全国各地から働けますので、もしご興味あればお気軽にご連絡ください🙌 jobs.route06.co.jp/,24,4,https://github.com/shige,https://twitter.com/codenote_net,https://codenote.net/,4,0
1175,https://zenn.dev/dskkato,Foo bar,3,0,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/zenn_dev,none,1,0
1176,https://zenn.dev/suzukey,Webが好き,22,0,https://github.com/suzukey,https://twitter.com/suzukey28,none,1,0
1177,https://zenn.dev/kmd_htsh0226,Androidメインのフリーランスエンジニアです。フロント、バック、スマホアプリ、デスクトップアプリ、スマートスピーカーの開発経験があります。次の仕事探し中なので何かあればTwitterのDMにて。Android/Java/Flutter/Kotlin/C#/Windows,78,6,https://github.com/hiesiea,https://twitter.com/kmd_htsh0226,https://kmd-htsh.com/,19,0
1178,https://zenn.dev/offiter,田舎で在宅中のインフラエンジニアです。 仕事や個人の開発ログについて情報共有していきます。,2,0,https://github.com/ei-show,https://twitter.com/zenn_dev,none,2,0
1179,https://zenn.dev/ysugino,iOSの開発がメイン。草野球が趣味。 ↓にやったことや考えたことなどを書いているよ tech-maga.com,3,0,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/suginoru_yakyu,https://tech-maga.com/,1,1
1180,https://zenn.dev/nuco,プログラミング大好き,33,2,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/nucosenpai,none,14,0
1181,https://zenn.dev/taizo_pro,メモ的な発信が多めです。 ReactNative、Firebase、CodeIgniter、Ruby on Rails,5,0,https://github.com/zenn-dev/zenn-roadmap/projects/1,https://twitter.com/taizo_pro,https://t2s-single.hatenablog.jp/,3,0
1182,https://zenn.dev/t_o_d,沖縄在住のWebエンジニア。よろしくお願いいたします。 qiita.com/t_o_d,25,1,https://github.com/kamekure-maisuke,https://twitter.com/zenn_dev,https://r-p.vercel.app/,12,0
